hotelName,month,DayInWeek,diffDays,price,Company,Description
"Holiday Inn Express Staten Island West",10,4,1,489.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",10,4,1,489.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",10,5,2,504.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",10,5,2,504.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",10,6,3,523.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",10,6,10,510.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",10,7,4,536.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",10,7,11,502.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,1,33,485.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,1,33,485.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,1,33,485.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,2,34,494.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,2,34,494.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,2,34,494.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,3,21,503.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,3,21,503.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,3,14,499.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,4,22,496.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,4,22,496.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,4,15,492.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,5,16,492.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,5,16,492.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,5,16,492.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,6,17,496.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,6,17,496.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,6,17,496.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,7,32,494.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,7,18,487.0,"Holiday Inn Express Staten Island West",E
"Holiday Inn Express Staten Island West",11,7,18,487.0,"Holiday Inn Express Staten Island West",E
"Hotel Wales",10,4,1,1168.0,"Hotel Wales",A
"Hotel Wales",10,5,2,1076.0,"Hotel Wales",E
"Hotel Wales",10,6,3,1044.0,"Hotel Wales",E
"Hotel Wales",10,6,3,1044.0,"Hotel Wales",E
"Hotel Wales",10,7,4,1124.0,"Hotel Wales",E
"Hotel Wales",10,7,4,1124.0,"Hotel Wales",E
"Hotel Wales",11,1,33,1040.0,"Hotel Wales",E
"Hotel Wales",11,1,33,1040.0,"Hotel Wales",E
"Hotel Wales",11,1,26,940.0,"Hotel Wales",E
"Hotel Wales",11,2,34,1064.0,"Hotel Wales",E
"Hotel Wales",11,2,34,1064.0,"Hotel Wales",E
"Hotel Wales",11,2,27,940.0,"Hotel Wales",E
"Hotel Wales",11,3,21,1648.0,"Hotel Wales",A
"Hotel Wales",11,3,28,984.0,"Hotel Wales",E
"Hotel Wales",11,4,22,1508.0,"Hotel Wales",E
"Hotel Wales",11,4,29,1004.0,"Hotel Wales",E
"Hotel Wales",11,5,23,1380.0,"Hotel Wales",E
"Hotel Wales",11,5,30,1024.0,"Hotel Wales",E
"Hotel Wales",11,6,17,1696.0,"Hotel Wales",E
"Hotel Wales",11,6,24,1268.0,"Hotel Wales",E
"Hotel Wales",11,6,31,1044.0,"Hotel Wales",E
"Hotel Wales",11,7,32,1064.0,"Hotel Wales",E
"Hotel Wales",11,7,32,1064.0,"Hotel Wales",E
"Hotel Wales",11,7,32,1064.0,"Hotel Wales",E
"Fairfield Inn & Suites by Marriott New York Brooklyn",10,1,5,820.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",10,1,5,820.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",10,2,6,931.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",10,2,6,931.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",10,3,7,982.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",10,4,1,932.0,Fairfield Inn,C
"Fairfield Inn & Suites by Marriott New York Brooklyn",10,4,1,932.0,Fairfield Inn,C
"Fairfield Inn & Suites by Marriott New York Brooklyn",10,5,2,851.0,Fairfield Inn,B
"Fairfield Inn & Suites by Marriott New York Brooklyn",10,5,2,851.0,Fairfield Inn,B
"Fairfield Inn & Suites by Marriott New York Brooklyn",10,6,3,820.0,Fairfield Inn,A
"Fairfield Inn & Suites by Marriott New York Brooklyn",10,6,3,820.0,Fairfield Inn,A
"Fairfield Inn & Suites by Marriott New York Brooklyn",10,7,4,777.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",10,7,4,777.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,1,33,711.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,1,33,711.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,1,33,711.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,2,34,753.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,2,34,753.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,2,34,753.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,3,21,923.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,3,28,794.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,3,28,794.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,4,22,863.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,4,29,769.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,4,29,769.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,5,16,863.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,5,23,820.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,5,30,761.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,6,17,889.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,6,24,803.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,6,31,753.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,7,32,728.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,7,32,728.0,Fairfield Inn,E
"Fairfield Inn & Suites by Marriott New York Brooklyn",11,7,32,728.0,Fairfield Inn,E
"Hyatt Herald Square New York",10,1,5,995.0,"Hyatt Herald Square New York",A
"Hyatt Herald Square New York",10,1,5,995.0,"Hyatt Herald Square New York",A
"Hyatt Herald Square New York",10,2,6,896.0,"Hyatt Herald Square New York",E
"Hyatt Herald Square New York",10,2,6,896.0,"Hyatt Herald Square New York",E
"Hyatt Herald Square New York",10,3,7,1115.0,"Hyatt Herald Square New York",C
"Hyatt Herald Square New York",10,4,1,1225.0,"Hyatt Herald Square New York",A
"Hyatt Herald Square New York",10,4,8,1103.0,"Hyatt Herald Square New York",A
"Hyatt Herald Square New York",10,5,2,975.0,"Hyatt Herald Square New York",D
"Hyatt Herald Square New York",10,5,2,975.0,"Hyatt Herald Square New York",D
"Hyatt Herald Square New York",10,6,3,975.0,"Hyatt Herald Square New York",D
"Hyatt Herald Square New York",10,6,3,975.0,"Hyatt Herald Square New York",D
"Hyatt Herald Square New York",10,7,4,995.0,"Hyatt Herald Square New York",E
"Hyatt Herald Square New York",10,7,4,995.0,"Hyatt Herald Square New York",E
"Hyatt Herald Square New York",11,1,33,915.0,"Hyatt Herald Square New York",A
"Hyatt Herald Square New York",11,1,33,915.0,"Hyatt Herald Square New York",A
"Hyatt Herald Square New York",11,1,33,915.0,"Hyatt Herald Square New York",A
"Hyatt Herald Square New York",11,2,34,954.0,"Hyatt Herald Square New York",D
"Hyatt Herald Square New York",11,2,34,954.0,"Hyatt Herald Square New York",D
"Hyatt Herald Square New York",11,2,34,954.0,"Hyatt Herald Square New York",D
"Hyatt Herald Square New York",11,3,21,1971.0,"Hyatt Herald Square New York",C
"Hyatt Herald Square New York",11,3,28,1295.0,"Hyatt Herald Square New York",E
"Hyatt Herald Square New York",11,3,28,1295.0,"Hyatt Herald Square New York",E
"Hyatt Herald Square New York",11,4,22,1685.0,"Hyatt Herald Square New York",B
"Hyatt Herald Square New York",11,4,29,1145.0,"Hyatt Herald Square New York",E
"Hyatt Herald Square New York",11,4,29,1145.0,"Hyatt Herald Square New York",E
"Hyatt Herald Square New York",11,5,16,1891.0,"Hyatt Herald Square New York",B
"Hyatt Herald Square New York",11,5,23,1545.0,"Hyatt Herald Square New York",E
"Hyatt Herald Square New York",11,5,30,1100.0,"Hyatt Herald Square New York",D
"Hyatt Herald Square New York",11,6,17,1875.0,"Hyatt Herald Square New York",D
"Hyatt Herald Square New York",11,6,24,1395.0,"Hyatt Herald Square New York",E
"Hyatt Herald Square New York",11,6,31,975.0,"Hyatt Herald Square New York",A
"Hyatt Herald Square New York",11,7,32,900.0,"Hyatt Herald Square New York",D
"Hyatt Herald Square New York",11,7,32,900.0,"Hyatt Herald Square New York",D
"Hyatt Herald Square New York",11,7,32,900.0,"Hyatt Herald Square New York",D
"Riverside Tower Hotel",10,1,5,625.0,"Riverside Tower Hotel",C
"Riverside Tower Hotel",10,1,5,625.0,"Riverside Tower Hotel",C
"Riverside Tower Hotel",10,2,6,665.0,"Riverside Tower Hotel",B
"Riverside Tower Hotel",10,3,7,695.0,"Riverside Tower Hotel",B
"Riverside Tower Hotel",10,4,1,565.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",10,4,1,565.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",10,5,2,565.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",10,5,2,565.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",10,6,3,565.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",10,6,3,565.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",10,7,4,595.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",10,7,4,595.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",11,1,33,615.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",11,1,33,615.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",11,1,26,595.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",11,2,34,645.0,"Riverside Tower Hotel",D
"Riverside Tower Hotel",11,2,27,595.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",11,3,28,595.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",11,4,29,595.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",11,5,30,595.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",11,6,31,595.0,"Riverside Tower Hotel",E
"Riverside Tower Hotel",11,7,32,595.0,"Riverside Tower Hotel",E
"36 Hudson Hotel",10,1,5,655.0,"36 Hudson Hotel",C
"36 Hudson Hotel",10,2,6,795.0,"36 Hudson Hotel",D
"36 Hudson Hotel",10,3,7,1006.0,"36 Hudson Hotel",C
"36 Hudson Hotel",10,4,1,812.0,"36 Hudson Hotel",A
"36 Hudson Hotel",10,4,1,812.0,"36 Hudson Hotel",A
"36 Hudson Hotel",10,5,2,702.0,"36 Hudson Hotel",C
"36 Hudson Hotel",10,5,2,702.0,"36 Hudson Hotel",C
"36 Hudson Hotel",10,6,3,655.0,"36 Hudson Hotel",B
"36 Hudson Hotel",10,6,3,655.0,"36 Hudson Hotel",B
"36 Hudson Hotel",10,7,4,667.0,"36 Hudson Hotel",E
"36 Hudson Hotel",11,1,33,745.0,"36 Hudson Hotel",E
"36 Hudson Hotel",11,1,33,745.0,"36 Hudson Hotel",E
"36 Hudson Hotel",11,1,33,745.0,"36 Hudson Hotel",E
"36 Hudson Hotel",11,2,34,805.0,"36 Hudson Hotel",E
"36 Hudson Hotel",11,2,34,805.0,"36 Hudson Hotel",E
"36 Hudson Hotel",11,2,27,745.0,"36 Hudson Hotel",E
"36 Hudson Hotel",11,3,28,805.0,"36 Hudson Hotel",D
"36 Hudson Hotel",11,4,29,865.0,"36 Hudson Hotel",C
"36 Hudson Hotel",11,5,30,925.0,"36 Hudson Hotel",B
"36 Hudson Hotel",11,6,31,865.0,"36 Hudson Hotel",B
"36 Hudson Hotel",11,7,32,805.0,"36 Hudson Hotel",A
"Howard Johnson Flushing",10,1,12,492.0,Howard Johnson,E
"Howard Johnson Flushing",10,2,13,484.0,Howard Johnson,E
"Howard Johnson Flushing",10,4,1,556.0,Howard Johnson,E
"Howard Johnson Flushing",10,5,2,556.0,Howard Johnson,C
"Howard Johnson Flushing",10,6,3,615.0,Howard Johnson,C
"Howard Johnson Flushing",10,7,4,595.0,Howard Johnson,A
"Howard Johnson Flushing",10,7,11,540.0,Howard Johnson,A
"Howard Johnson Flushing",11,1,33,540.0,Howard Johnson,E
"Howard Johnson Flushing",11,1,19,476.0,Howard Johnson,E
"Howard Johnson Flushing",11,1,19,476.0,Howard Johnson,E
"Howard Johnson Flushing",11,2,34,572.0,Howard Johnson,E
"Howard Johnson Flushing",11,2,20,476.0,Howard Johnson,E
"Howard Johnson Flushing",11,2,20,476.0,Howard Johnson,E
"Howard Johnson Flushing",11,3,21,476.0,Howard Johnson,E
"Howard Johnson Flushing",11,3,21,476.0,Howard Johnson,E
"Howard Johnson Flushing",11,3,21,476.0,Howard Johnson,E
"Howard Johnson Flushing",11,4,22,476.0,Howard Johnson,E
"Howard Johnson Flushing",11,4,22,476.0,Howard Johnson,E
"Howard Johnson Flushing",11,4,22,476.0,Howard Johnson,E
"Howard Johnson Flushing",11,5,16,476.0,Howard Johnson,E
"Howard Johnson Flushing",11,5,16,476.0,Howard Johnson,E
"Howard Johnson Flushing",11,5,16,476.0,Howard Johnson,E
"Howard Johnson Flushing",11,6,17,500.0,Howard Johnson,B
"Howard Johnson Flushing",11,6,17,500.0,Howard Johnson,B
"Howard Johnson Flushing",11,6,17,500.0,Howard Johnson,B
"Howard Johnson Flushing",11,7,32,536.0,Howard Johnson,A
"Howard Johnson Flushing",11,7,18,488.0,Howard Johnson,A
"Howard Johnson Flushing",11,7,18,488.0,Howard Johnson,A
"Hilton Garden Inn Tribeca",10,1,5,860.0,Hilton,B
"Hilton Garden Inn Tribeca",10,1,5,860.0,Hilton,B
"Hilton Garden Inn Tribeca",10,2,6,927.0,Hilton,A
"Hilton Garden Inn Tribeca",10,2,6,927.0,Hilton,A
"Hilton Garden Inn Tribeca",10,3,7,993.0,Hilton,E
"Hilton Garden Inn Tribeca",10,4,1,1455.0,Hilton,E
"Hilton Garden Inn Tribeca",10,4,8,1012.0,Hilton,E
"Hilton Garden Inn Tribeca",10,5,2,1055.0,Hilton,B
"Hilton Garden Inn Tribeca",10,5,9,1031.0,Hilton,E
"Hilton Garden Inn Tribeca",10,6,3,868.0,Hilton,D
"Hilton Garden Inn Tribeca",10,6,3,868.0,Hilton,D
"Hilton Garden Inn Tribeca",10,7,4,946.0,Hilton,C
"Hilton Garden Inn Tribeca",10,7,4,946.0,Hilton,C
"Hilton Garden Inn Tribeca",11,1,33,850.0,Hilton,D
"Hilton Garden Inn Tribeca",11,1,33,850.0,Hilton,D
"Hilton Garden Inn Tribeca",11,1,33,850.0,Hilton,D
"Hilton Garden Inn Tribeca",11,2,34,950.0,Hilton,E
"Hilton Garden Inn Tribeca",11,2,34,950.0,Hilton,E
"Hilton Garden Inn Tribeca",11,2,34,950.0,Hilton,E
"Hilton Garden Inn Tribeca",11,3,21,1636.0,Hilton,E
"Hilton Garden Inn Tribeca",11,3,28,991.0,Hilton,E
"Hilton Garden Inn Tribeca",11,3,28,991.0,Hilton,E
"Hilton Garden Inn Tribeca",11,4,22,1411.0,Hilton,D
"Hilton Garden Inn Tribeca",11,4,29,958.0,Hilton,D
"Hilton Garden Inn Tribeca",11,4,29,958.0,Hilton,D
"Hilton Garden Inn Tribeca",11,5,16,1663.0,Hilton,C
"Hilton Garden Inn Tribeca",11,5,23,1248.0,Hilton,D
"Hilton Garden Inn Tribeca",11,5,30,948.0,Hilton,D
"Hilton Garden Inn Tribeca",11,6,17,1570.0,Hilton,E
"Hilton Garden Inn Tribeca",11,6,24,1156.0,Hilton,E
"Hilton Garden Inn Tribeca",11,6,31,861.0,Hilton,E
"Hilton Garden Inn Tribeca",11,7,32,868.0,Hilton,D
"Hilton Garden Inn Tribeca",11,7,32,868.0,Hilton,D
"Hilton Garden Inn Tribeca",11,7,32,868.0,Hilton,D
"Moblat Apartments 25-42",11,1,33,843.0,"Moblat Apartments 25-42",E
"Moblat Apartments 25-42",11,2,34,1318.0,"Moblat Apartments 25-42",E
"Moblat Apartments 25-42",11,2,20,734.0,"Moblat Apartments 25-42",E
"Pod 51",10,1,5,530.0,"Pod 51",E
"Pod 51",10,1,5,530.0,"Pod 51",E
"Pod 51",10,2,6,605.0,"Pod 51",E
"Pod 51",10,2,6,605.0,"Pod 51",E
"Pod 51",10,3,7,670.0,"Pod 51",E
"Pod 51",10,4,1,600.0,"Pod 51",E
"Pod 51",10,4,1,600.0,"Pod 51",E
"Pod 51",10,5,2,575.0,"Pod 51",E
"Pod 51",10,5,2,575.0,"Pod 51",E
"Pod 51",10,6,3,565.0,"Pod 51",E
"Pod 51",10,6,3,565.0,"Pod 51",E
"Pod 51",10,7,4,535.0,"Pod 51",E
"Pod 51",10,7,4,535.0,"Pod 51",E
"Pod 51",11,1,33,560.0,"Pod 51",E
"Pod 51",11,1,33,560.0,"Pod 51",E
"Pod 51",11,1,26,535.0,"Pod 51",E
"Pod 51",11,2,34,610.0,"Pod 51",D
"Pod 51",11,2,34,610.0,"Pod 51",D
"Pod 51",11,2,27,595.0,"Pod 51",E
"Pod 51",11,3,21,910.0,"Pod 51",D
"Pod 51",11,3,28,775.0,"Pod 51",D
"Pod 51",11,3,28,775.0,"Pod 51",D
"Pod 51",11,4,22,955.0,"Pod 51",C
"Pod 51",11,4,29,790.0,"Pod 51",C
"Pod 51",11,4,29,790.0,"Pod 51",C
"Pod 51",11,5,16,1145.0,"Pod 51",C
"Pod 51",11,5,23,985.0,"Pod 51",B
"Pod 51",11,5,30,795.0,"Pod 51",B
"Pod 51",11,6,17,950.0,"Pod 51",B
"Pod 51",11,6,17,950.0,"Pod 51",B
"Pod 51",11,6,31,790.0,"Pod 51",A
"Pod 51",11,7,32,730.0,"Pod 51",A
"Pod 51",11,7,32,730.0,"Pod 51",A
"Pod 51",11,7,32,730.0,"Pod 51",A
"Holiday Inn Express Brooklyn",10,1,5,619.0,"Holiday Inn Express Brooklyn",D
"Holiday Inn Express Brooklyn",10,1,5,619.0,"Holiday Inn Express Brooklyn",D
"Holiday Inn Express Brooklyn",10,2,6,824.0,"Holiday Inn Express Brooklyn",D
"Holiday Inn Express Brooklyn",10,2,6,824.0,"Holiday Inn Express Brooklyn",D
"Holiday Inn Express Brooklyn",10,3,7,925.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",10,4,1,962.0,"Holiday Inn Express Brooklyn",A
"Holiday Inn Express Brooklyn",10,4,8,953.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",10,5,2,802.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",10,5,2,802.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",10,6,3,653.0,"Holiday Inn Express Brooklyn",A
"Holiday Inn Express Brooklyn",10,6,3,653.0,"Holiday Inn Express Brooklyn",A
"Holiday Inn Express Brooklyn",10,7,4,600.0,"Holiday Inn Express Brooklyn",A
"Holiday Inn Express Brooklyn",10,7,4,600.0,"Holiday Inn Express Brooklyn",A
"Holiday Inn Express Brooklyn",11,1,33,663.0,"Holiday Inn Express Brooklyn",A
"Holiday Inn Express Brooklyn",11,1,33,663.0,"Holiday Inn Express Brooklyn",A
"Holiday Inn Express Brooklyn",11,1,26,642.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",11,2,34,687.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",11,2,34,687.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",11,2,27,665.0,"Holiday Inn Express Brooklyn",C
"Holiday Inn Express Brooklyn",11,3,21,903.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",11,3,28,740.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",11,3,28,740.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",11,4,22,857.0,"Holiday Inn Express Brooklyn",A
"Holiday Inn Express Brooklyn",11,4,29,740.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",11,4,29,740.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",11,5,16,903.0,"Holiday Inn Express Brooklyn",B
"Holiday Inn Express Brooklyn",11,5,23,815.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",11,5,30,756.0,"Holiday Inn Express Brooklyn",A
"Holiday Inn Express Brooklyn",11,6,17,886.0,"Holiday Inn Express Brooklyn",A
"Holiday Inn Express Brooklyn",11,6,24,785.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",11,6,31,761.0,"Holiday Inn Express Brooklyn",A
"Holiday Inn Express Brooklyn",11,7,32,735.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",11,7,32,735.0,"Holiday Inn Express Brooklyn",E
"Holiday Inn Express Brooklyn",11,7,32,735.0,"Holiday Inn Express Brooklyn",E
"City Club Hotel",10,1,5,940.0,"City Club Hotel",A
"City Club Hotel",10,1,5,940.0,"City Club Hotel",A
"City Club Hotel",10,2,6,1094.0,"City Club Hotel",E
"City Club Hotel",10,2,6,1094.0,"City Club Hotel",E
"City Club Hotel",10,3,7,1220.0,"City Club Hotel",E
"City Club Hotel",10,4,1,994.0,"City Club Hotel",D
"City Club Hotel",10,4,1,994.0,"City Club Hotel",D
"City Club Hotel",10,5,2,833.0,"City Club Hotel",E
"City Club Hotel",10,5,2,833.0,"City Club Hotel",E
"City Club Hotel",10,6,3,788.0,"City Club Hotel",E
"City Club Hotel",10,6,3,788.0,"City Club Hotel",E
"City Club Hotel",10,7,4,896.0,"City Club Hotel",E
"City Club Hotel",10,7,4,896.0,"City Club Hotel",E
"City Club Hotel",11,1,33,1016.0,"City Club Hotel",E
"City Club Hotel",11,1,33,1016.0,"City Club Hotel",E
"City Club Hotel",11,1,33,1016.0,"City Club Hotel",E
"City Club Hotel",11,2,34,1058.0,"City Club Hotel",E
"City Club Hotel",11,2,34,1058.0,"City Club Hotel",E
"City Club Hotel",11,2,34,1058.0,"City Club Hotel",E
"City Club Hotel",11,3,21,1993.0,"City Club Hotel",E
"City Club Hotel",11,3,28,1322.0,"City Club Hotel",E
"City Club Hotel",11,3,28,1322.0,"City Club Hotel",E
"City Club Hotel",11,4,22,1789.0,"City Club Hotel",E
"City Club Hotel",11,4,29,1313.0,"City Club Hotel",E
"City Club Hotel",11,4,29,1313.0,"City Club Hotel",E
"City Club Hotel",11,5,16,2020.0,"City Club Hotel",D
"City Club Hotel",11,5,23,1585.0,"City Club Hotel",E
"City Club Hotel",11,5,30,1271.0,"City Club Hotel",E
"City Club Hotel",11,6,17,2020.0,"City Club Hotel",C
"City Club Hotel",11,6,24,1424.0,"City Club Hotel",E
"City Club Hotel",11,6,31,1228.0,"City Club Hotel",E
"City Club Hotel",11,7,32,1143.0,"City Club Hotel",E
"City Club Hotel",11,7,32,1143.0,"City Club Hotel",E
"City Club Hotel",11,7,32,1143.0,"City Club Hotel",E
"Distrikt Hotel New York City an Ascend Collection Hotel",10,1,5,963.0,"Distrikt Hotel New York City an Ascend Collection Hotel",A
"Distrikt Hotel New York City an Ascend Collection Hotel",10,1,5,963.0,"Distrikt Hotel New York City an Ascend Collection Hotel",A
"Distrikt Hotel New York City an Ascend Collection Hotel",10,2,6,1075.0,"Distrikt Hotel New York City an Ascend Collection Hotel",E
"Distrikt Hotel New York City an Ascend Collection Hotel",10,2,6,1075.0,"Distrikt Hotel New York City an Ascend Collection Hotel",E
"Distrikt Hotel New York City an Ascend Collection Hotel",10,3,7,1134.0,"Distrikt Hotel New York City an Ascend Collection Hotel",B
"Distrikt Hotel New York City an Ascend Collection Hotel",10,4,1,1285.0,"Distrikt Hotel New York City an Ascend Collection Hotel",B
"Distrikt Hotel New York City an Ascend Collection Hotel",10,4,8,1134.0,"Distrikt Hotel New York City an Ascend Collection Hotel",B
"Distrikt Hotel New York City an Ascend Collection Hotel",10,5,2,1135.0,"Distrikt Hotel New York City an Ascend Collection Hotel",A
"Distrikt Hotel New York City an Ascend Collection Hotel",10,5,9,1066.0,"Distrikt Hotel New York City an Ascend Collection Hotel",B
"Distrikt Hotel New York City an Ascend Collection Hotel",10,6,3,953.0,"Distrikt Hotel New York City an Ascend Collection Hotel",C
"Distrikt Hotel New York City an Ascend Collection Hotel",10,6,3,953.0,"Distrikt Hotel New York City an Ascend Collection Hotel",C
"Distrikt Hotel New York City an Ascend Collection Hotel",10,7,4,1008.0,"Distrikt Hotel New York City an Ascend Collection Hotel",B
"Distrikt Hotel New York City an Ascend Collection Hotel",10,7,4,1008.0,"Distrikt Hotel New York City an Ascend Collection Hotel",B
"Distrikt Hotel New York City an Ascend Collection Hotel",11,1,33,732.0,"Distrikt Hotel New York City an Ascend Collection Hotel",E
"Distrikt Hotel New York City an Ascend Collection Hotel",11,1,33,732.0,"Distrikt Hotel New York City an Ascend Collection Hotel",E
"Distrikt Hotel New York City an Ascend Collection Hotel",11,1,33,732.0,"Distrikt Hotel New York City an Ascend Collection Hotel",E
"Distrikt Hotel New York City an Ascend Collection Hotel",11,2,34,772.0,"Distrikt Hotel New York City an Ascend Collection Hotel",E
"Distrikt Hotel New York City an Ascend Collection Hotel",11,2,34,772.0,"Distrikt Hotel New York City an Ascend Collection Hotel",E
"Distrikt Hotel New York City an Ascend Collection Hotel",11,2,34,772.0,"Distrikt Hotel New York City an Ascend Collection Hotel",E
"Distrikt Hotel New York City an Ascend Collection Hotel",11,3,21,1700.0,"Distrikt Hotel New York City an Ascend Collection Hotel",E
"Distrikt Hotel New York City an Ascend Collection Hotel",11,3,28,996.0,"Distrikt Hotel New York City an Ascend Collection Hotel",E
"Distrikt Hotel New York City an Ascend Collection Hotel",11,3,28,996.0,"Distrikt Hotel New York City an Ascend Collection Hotel",E
"Distrikt Hotel New York City an Ascend Collection Hotel",11,4,22,1516.0,"Distrikt Hotel New York City an Ascend Collection Hotel",E
"Distrikt Hotel New York City an Ascend Collection Hotel",11,4,29,964.0,"Distrikt Hotel New York City an Ascend Collection Hotel",E
